<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;29.10.2018;11:27;110170,0000000;110210,0000000;110140,0000000;110140,0000000;819
SPFB.RTS-12.18;1;29.10.2018;11:28;110150,0000000;110170,0000000;110080,0000000;110090,0000000;798
SPFB.RTS-12.18;1;29.10.2018;11:29;110090,0000000;110170,0000000;110080,0000000;110130,0000000;578
SPFB.RTS-12.18;1;29.10.2018;11:30;110140,0000000;110320,0000000;110140,0000000;110300,0000000;1314
SPFB.RTS-12.18;1;29.10.2018;11:31;110310,0000000;110380,0000000;110240,0000000;110250,0000000;1606
SPFB.RTS-12.18;1;29.10.2018;11:32;110260,0000000;110270,0000000;110210,0000000;110220,0000000;474
SPFB.RTS-12.18;1;29.10.2018;11:33;110220,0000000;110260,0000000;110210,0000000;110230,0000000;404
SPFB.RTS-12.18;1;29.10.2018;11:34;110230,0000000;110280,0000000;110170,0000000;110250,0000000;1451
SPFB.RTS-12.18;1;29.10.2018;11:35;110260,0000000;110340,0000000;110160,0000000;110220,0000000;1549
SPFB.RTS-12.18;1;29.10.2018;11:36;110210,0000000;110340,0000000;110210,0000000;110300,0000000;969
SPFB.RTS-12.18;1;29.10.2018;11:37;110300,0000000;110340,0000000;110280,0000000;110310,0000000;403
SPFB.RTS-12.18;1;29.10.2018;11:38;110310,0000000;110350,0000000;110280,0000000;110300,0000000;558
SPFB.RTS-12.18;1;29.10.2018;11:39;110290,0000000;110340,0000000;110290,0000000;110310,0000000;300
SPFB.RTS-12.18;1;29.10.2018;11:40;110310,0000000;110350,0000000;110290,0000000;110320,0000000;474
SPFB.RTS-12.18;1;29.10.2018;11:41;110320,0000000;110340,0000000;110230,0000000;110280,0000000;734
SPFB.RTS-12.18;1;29.10.2018;11:42;110260,0000000;110280,0000000;110220,0000000;110270,0000000;577
SPFB.RTS-12.18;1;29.10.2018;11:43;110280,0000000;110380,0000000;110230,0000000;110370,0000000;938
SPFB.RTS-12.18;1;29.10.2018;11:44;110360,0000000;110470,0000000;110350,0000000;110390,0000000;2219
SPFB.RTS-12.18;1;29.10.2018;11:45;110400,0000000;110450,0000000;110390,0000000;110450,0000000;499
SPFB.RTS-12.18;1;29.10.2018;11:46;110440,0000000;110460,0000000;110340,0000000;110340,0000000;812
SPFB.RTS-12.18;1;29.10.2018;11:47;110360,0000000;110400,0000000;110360,0000000;110380,0000000;344
SPFB.RTS-12.18;1;29.10.2018;11:48;110400,0000000;110410,0000000;110240,0000000;110310,0000000;1344
SPFB.RTS-12.18;1;29.10.2018;11:49;110320,0000000;110360,0000000;110320,0000000;110340,0000000;346
SPFB.RTS-12.18;1;29.10.2018;11:50;110340,0000000;110350,0000000;110280,0000000;110300,0000000;341
SPFB.RTS-12.18;1;29.10.2018;11:51;110300,0000000;110460,0000000;110270,0000000;110410,0000000;954
SPFB.RTS-12.18;1;29.10.2018;11:52;110410,0000000;110430,0000000;110320,0000000;110380,0000000;454
SPFB.RTS-12.18;1;29.10.2018;11:53;110390,0000000;110470,0000000;110340,0000000;110420,0000000;828
SPFB.RTS-12.18;1;29.10.2018;11:54;110420,0000000;110500,0000000;110400,0000000;110470,0000000;1027
SPFB.RTS-12.18;1;29.10.2018;11:55;110470,0000000;110500,0000000;110450,0000000;110470,0000000;566
SPFB.RTS-12.18;1;29.10.2018;11:56;110490,0000000;110500,0000000;110400,0000000;110490,0000000;541
SPFB.RTS-12.18;1;29.10.2018;11:57;110480,0000000;110490,0000000;110430,0000000;110470,0000000;635
SPFB.RTS-12.18;1;29.10.2018;11:58;110470,0000000;110530,0000000;110460,0000000;110510,0000000;1056
SPFB.RTS-12.18;1;29.10.2018;11:59;110510,0000000;110560,0000000;110490,0000000;110550,0000000;785
SPFB.RTS-12.18;1;29.10.2018;12:00;110550,0000000;110590,0000000;110450,0000000;110500,0000000;1482
SPFB.RTS-12.18;1;29.10.2018;12:01;110490,0000000;110520,0000000;110380,0000000;110450,0000000;1435
SPFB.RTS-12.18;1;29.10.2018;12:02;110460,0000000;110490,0000000;110380,0000000;110390,0000000;656
SPFB.RTS-12.18;1;29.10.2018;12:03;110380,0000000;110420,0000000;110320,0000000;110340,0000000;871
SPFB.RTS-12.18;1;29.10.2018;12:04;110330,0000000;110350,0000000;110310,0000000;110320,0000000;643
SPFB.RTS-12.18;1;29.10.2018;12:05;110320,0000000;110410,0000000;110320,0000000;110400,0000000;488
SPFB.RTS-12.18;1;29.10.2018;12:06;110400,0000000;110410,0000000;110340,0000000;110380,0000000;414
SPFB.RTS-12.18;1;29.10.2018;12:07;110380,0000000;110400,0000000;110340,0000000;110380,0000000;303
SPFB.RTS-12.18;1;29.10.2018;12:08;110390,0000000;110430,0000000;110360,0000000;110380,0000000;481
SPFB.RTS-12.18;1;29.10.2018;12:09;110390,0000000;110420,0000000;110360,0000000;110420,0000000;551
SPFB.RTS-12.18;1;29.10.2018;12:10;110430,0000000;110450,0000000;110400,0000000;110430,0000000;214
SPFB.RTS-12.18;1;29.10.2018;12:11;110430,0000000;110490,0000000;110420,0000000;110490,0000000;545
SPFB.RTS-12.18;1;29.10.2018;12:12;110490,0000000;110530,0000000;110430,0000000;110520,0000000;1114
SPFB.RTS-12.18;1;29.10.2018;12:13;110530,0000000;110560,0000000;110510,0000000;110530,0000000;755
SPFB.RTS-12.18;1;29.10.2018;12:14;110530,0000000;110560,0000000;110470,0000000;110500,0000000;789
SPFB.RTS-12.18;1;29.10.2018;12:15;110500,0000000;110540,0000000;110450,0000000;110470,0000000;469
SPFB.RTS-12.18;1;29.10.2018;12:16;110460,0000000;110490,0000000;110420,0000000;110480,0000000;586
SPFB.RTS-12.18;1;29.10.2018;12:17;110490,0000000;110500,0000000;110380,0000000;110380,0000000;691
SPFB.RTS-12.18;1;29.10.2018;12:18;110400,0000000;110400,0000000;110310,0000000;110320,0000000;648
SPFB.RTS-12.18;1;29.10.2018;12:19;110330,0000000;110370,0000000;110230,0000000;110340,0000000;1165
SPFB.RTS-12.18;1;29.10.2018;12:20;110340,0000000;110380,0000000;110320,0000000;110350,0000000;413
SPFB.RTS-12.18;1;29.10.2018;12:21;110350,0000000;110430,0000000;110340,0000000;110380,0000000;1102
SPFB.RTS-12.18;1;29.10.2018;12:22;110370,0000000;110400,0000000;110360,0000000;110380,0000000;365
SPFB.RTS-12.18;1;29.10.2018;12:23;110390,0000000;110390,0000000;110340,0000000;110340,0000000;240
SPFB.RTS-12.18;1;29.10.2018;12:24;110350,0000000;110480,0000000;110350,0000000;110460,0000000;638
SPFB.RTS-12.18;1;29.10.2018;12:25;110470,0000000;110480,0000000;110420,0000000;110440,0000000;442
SPFB.RTS-12.18;1;29.10.2018;12:26;110440,0000000;110520,0000000;110420,0000000;110440,0000000;784
SPFB.RTS-12.18;1;29.10.2018;12:27;110430,0000000;110480,0000000;110400,0000000;110430,0000000;293
SPFB.RTS-12.18;1;29.10.2018;12:28;110440,0000000;110440,0000000;110400,0000000;110420,0000000;549
SPFB.RTS-12.18;1;29.10.2018;12:29;110420,0000000;110530,0000000;110410,0000000;110520,0000000;573
SPFB.RTS-12.18;1;29.10.2018;12:30;110520,0000000;110530,0000000;110470,0000000;110520,0000000;435
SPFB.RTS-12.18;1;29.10.2018;12:31;110520,0000000;110570,0000000;110480,0000000;110530,0000000;738
SPFB.RTS-12.18;1;29.10.2018;12:32;110530,0000000;110560,0000000;110520,0000000;110530,0000000;289
SPFB.RTS-12.18;1;29.10.2018;12:33;110540,0000000;110590,0000000;110540,0000000;110560,0000000;747
SPFB.RTS-12.18;1;29.10.2018;12:34;110580,0000000;110720,0000000;110550,0000000;110670,0000000;2604
SPFB.RTS-12.18;1;29.10.2018;12:35;110680,0000000;110700,0000000;110610,0000000;110630,0000000;491
SPFB.RTS-12.18;1;29.10.2018;12:36;110630,0000000;110670,0000000;110600,0000000;110640,0000000;621
SPFB.RTS-12.18;1;29.10.2018;12:37;110630,0000000;110650,0000000;110590,0000000;110620,0000000;401
SPFB.RTS-12.18;1;29.10.2018;12:38;110620,0000000;110700,0000000;110620,0000000;110690,0000000;683
SPFB.RTS-12.18;1;29.10.2018;12:39;110690,0000000;110730,0000000;110680,0000000;110710,0000000;560
SPFB.RTS-12.18;1;29.10.2018;12:40;110710,0000000;110770,0000000;110680,0000000;110770,0000000;996
SPFB.RTS-12.18;1;29.10.2018;12:41;110760,0000000;110800,0000000;110720,0000000;110750,0000000;1547
SPFB.RTS-12.18;1;29.10.2018;12:42;110750,0000000;110820,0000000;110740,0000000;110750,0000000;787
SPFB.RTS-12.18;1;29.10.2018;12:43;110760,0000000;110760,0000000;110720,0000000;110740,0000000;554
SPFB.RTS-12.18;1;29.10.2018;12:44;110740,0000000;110770,0000000;110700,0000000;110750,0000000;448
SPFB.RTS-12.18;1;29.10.2018;12:45;110750,0000000;110810,0000000;110750,0000000;110760,0000000;441
SPFB.RTS-12.18;1;29.10.2018;12:46;110770,0000000;110790,0000000;110720,0000000;110750,0000000;486
SPFB.RTS-12.18;1;29.10.2018;12:47;110750,0000000;110790,0000000;110750,0000000;110760,0000000;218
