<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;27.11.2018;10:32;109290,0000000;109460,0000000;109280,0000000;109410,0000000;2455
SPFB.RTS-12.18;1;27.11.2018;10:33;109420,0000000;109880,0000000;109420,0000000;109650,0000000;8194
SPFB.RTS-12.18;1;27.11.2018;10:34;109660,0000000;109790,0000000;109650,0000000;109740,0000000;2418
SPFB.RTS-12.18;1;27.11.2018;10:35;109740,0000000;109880,0000000;109720,0000000;109810,0000000;2263
SPFB.RTS-12.18;1;27.11.2018;10:36;109800,0000000;109840,0000000;109660,0000000;109680,0000000;1919
SPFB.RTS-12.18;1;27.11.2018;10:37;109660,0000000;109780,0000000;109590,0000000;109750,0000000;1952
SPFB.RTS-12.18;1;27.11.2018;10:38;109750,0000000;109760,0000000;109660,0000000;109660,0000000;523
SPFB.RTS-12.18;1;27.11.2018;10:39;109680,0000000;109760,0000000;109640,0000000;109660,0000000;775
SPFB.RTS-12.18;1;27.11.2018;10:40;109650,0000000;109740,0000000;109650,0000000;109710,0000000;491
SPFB.RTS-12.18;1;27.11.2018;10:41;109700,0000000;109720,0000000;109660,0000000;109670,0000000;451
SPFB.RTS-12.18;1;27.11.2018;10:42;109660,0000000;109720,0000000;109630,0000000;109670,0000000;780
SPFB.RTS-12.18;1;27.11.2018;10:43;109670,0000000;109700,0000000;109600,0000000;109620,0000000;932
SPFB.RTS-12.18;1;27.11.2018;10:44;109620,0000000;109650,0000000;109560,0000000;109580,0000000;1704
SPFB.RTS-12.18;1;27.11.2018;10:45;109570,0000000;109620,0000000;109560,0000000;109620,0000000;782
SPFB.RTS-12.18;1;27.11.2018;10:46;109610,0000000;109620,0000000;109570,0000000;109590,0000000;424
SPFB.RTS-12.18;1;27.11.2018;10:47;109590,0000000;109650,0000000;109570,0000000;109650,0000000;453
SPFB.RTS-12.18;1;27.11.2018;10:48;109630,0000000;109670,0000000;109600,0000000;109630,0000000;495
SPFB.RTS-12.18;1;27.11.2018;10:49;109630,0000000;109660,0000000;109590,0000000;109650,0000000;336
SPFB.RTS-12.18;1;27.11.2018;10:50;109640,0000000;109670,0000000;109580,0000000;109580,0000000;262
SPFB.RTS-12.18;1;27.11.2018;10:51;109590,0000000;109650,0000000;109580,0000000;109640,0000000;916
SPFB.RTS-12.18;1;27.11.2018;10:52;109630,0000000;109690,0000000;109630,0000000;109650,0000000;886
SPFB.RTS-12.18;1;27.11.2018;10:53;109660,0000000;109710,0000000;109610,0000000;109680,0000000;498
SPFB.RTS-12.18;1;27.11.2018;10:54;109680,0000000;109690,0000000;109640,0000000;109690,0000000;234
SPFB.RTS-12.18;1;27.11.2018;10:55;109690,0000000;109700,0000000;109630,0000000;109680,0000000;412
SPFB.RTS-12.18;1;27.11.2018;10:56;109680,0000000;109700,0000000;109630,0000000;109640,0000000;289
SPFB.RTS-12.18;1;27.11.2018;10:57;109640,0000000;109640,0000000;109540,0000000;109570,0000000;1318
SPFB.RTS-12.18;1;27.11.2018;10:58;109590,0000000;109600,0000000;109470,0000000;109530,0000000;1870
SPFB.RTS-12.18;1;27.11.2018;10:59;109530,0000000;109610,0000000;109500,0000000;109520,0000000;788
SPFB.RTS-12.18;1;27.11.2018;11:00;109520,0000000;109530,0000000;109440,0000000;109510,0000000;963
SPFB.RTS-12.18;1;27.11.2018;11:01;109520,0000000;109590,0000000;109330,0000000;109370,0000000;1929
SPFB.RTS-12.18;1;27.11.2018;11:02;109370,0000000;109510,0000000;109360,0000000;109470,0000000;1038
SPFB.RTS-12.18;1;27.11.2018;11:03;109470,0000000;109510,0000000;109440,0000000;109510,0000000;678
SPFB.RTS-12.18;1;27.11.2018;11:04;109520,0000000;109640,0000000;109490,0000000;109600,0000000;1205
SPFB.RTS-12.18;1;27.11.2018;11:05;109600,0000000;109620,0000000;109360,0000000;109440,0000000;2174
SPFB.RTS-12.18;1;27.11.2018;11:06;109430,0000000;109470,0000000;109400,0000000;109420,0000000;454
SPFB.RTS-12.18;1;27.11.2018;11:07;109420,0000000;109460,0000000;109180,0000000;109220,0000000;2508
SPFB.RTS-12.18;1;27.11.2018;11:08;109220,0000000;109370,0000000;109200,0000000;109330,0000000;1439
SPFB.RTS-12.18;1;27.11.2018;11:09;109330,0000000;109360,0000000;109280,0000000;109330,0000000;559
SPFB.RTS-12.18;1;27.11.2018;11:10;109340,0000000;109400,0000000;109330,0000000;109360,0000000;763
SPFB.RTS-12.18;1;27.11.2018;11:11;109360,0000000;109410,0000000;109320,0000000;109360,0000000;633
SPFB.RTS-12.18;1;27.11.2018;11:12;109370,0000000;109370,0000000;109280,0000000;109300,0000000;445
SPFB.RTS-12.18;1;27.11.2018;11:13;109300,0000000;109400,0000000;109270,0000000;109390,0000000;794
SPFB.RTS-12.18;1;27.11.2018;11:14;109400,0000000;109420,0000000;109270,0000000;109280,0000000;723
SPFB.RTS-12.18;1;27.11.2018;11:15;109290,0000000;109370,0000000;109280,0000000;109340,0000000;491
SPFB.RTS-12.18;1;27.11.2018;11:16;109340,0000000;109410,0000000;109200,0000000;109260,0000000;1959
SPFB.RTS-12.18;1;27.11.2018;11:17;109240,0000000;109240,0000000;109110,0000000;109150,0000000;1919
SPFB.RTS-12.18;1;27.11.2018;11:18;109150,0000000;109210,0000000;109070,0000000;109200,0000000;1402
SPFB.RTS-12.18;1;27.11.2018;11:19;109210,0000000;109210,0000000;109090,0000000;109150,0000000;782
SPFB.RTS-12.18;1;27.11.2018;11:20;109150,0000000;109200,0000000;109140,0000000;109160,0000000;433
SPFB.RTS-12.18;1;27.11.2018;11:21;109170,0000000;109190,0000000;109090,0000000;109160,0000000;659
SPFB.RTS-12.18;1;27.11.2018;11:22;109170,0000000;109170,0000000;108960,0000000;109020,0000000;2458
SPFB.RTS-12.18;1;27.11.2018;11:23;109020,0000000;109030,0000000;108900,0000000;108930,0000000;2204
SPFB.RTS-12.18;1;27.11.2018;11:24;108940,0000000;109020,0000000;108890,0000000;108980,0000000;845
SPFB.RTS-12.18;1;27.11.2018;11:25;108990,0000000;109020,0000000;108970,0000000;108980,0000000;462
SPFB.RTS-12.18;1;27.11.2018;11:26;108970,0000000;109030,0000000;108900,0000000;109030,0000000;705
SPFB.RTS-12.18;1;27.11.2018;11:27;109030,0000000;109120,0000000;108990,0000000;109080,0000000;1039
SPFB.RTS-12.18;1;27.11.2018;11:28;109080,0000000;109140,0000000;109060,0000000;109110,0000000;546
SPFB.RTS-12.18;1;27.11.2018;11:29;109120,0000000;109190,0000000;109120,0000000;109150,0000000;974
SPFB.RTS-12.18;1;27.11.2018;11:30;109160,0000000;109250,0000000;109130,0000000;109150,0000000;1498
SPFB.RTS-12.18;1;27.11.2018;11:31;109170,0000000;109200,0000000;109070,0000000;109070,0000000;711
SPFB.RTS-12.18;1;27.11.2018;11:32;109070,0000000;109100,0000000;109020,0000000;109050,0000000;655
SPFB.RTS-12.18;1;27.11.2018;11:33;109050,0000000;109090,0000000;109020,0000000;109040,0000000;520
SPFB.RTS-12.18;1;27.11.2018;11:34;109060,0000000;109090,0000000;108990,0000000;109000,0000000;552
SPFB.RTS-12.18;1;27.11.2018;11:35;109020,0000000;109040,0000000;108930,0000000;109000,0000000;1114
SPFB.RTS-12.18;1;27.11.2018;11:36;109010,0000000;109070,0000000;108810,0000000;108830,0000000;2418
SPFB.RTS-12.18;1;27.11.2018;11:37;108830,0000000;108880,0000000;108730,0000000;108860,0000000;1762
SPFB.RTS-12.18;1;27.11.2018;11:38;108870,0000000;108920,0000000;108820,0000000;108920,0000000;1149
SPFB.RTS-12.18;1;27.11.2018;11:39;108930,0000000;108930,0000000;108860,0000000;108930,0000000;708
SPFB.RTS-12.18;1;27.11.2018;11:40;108920,0000000;108930,0000000;108840,0000000;108900,0000000;494
SPFB.RTS-12.18;1;27.11.2018;11:41;108880,0000000;108900,0000000;108810,0000000;108880,0000000;530
SPFB.RTS-12.18;1;27.11.2018;11:42;108880,0000000;108900,0000000;108830,0000000;108840,0000000;643
SPFB.RTS-12.18;1;27.11.2018;11:43;108840,0000000;108940,0000000;108830,0000000;108930,0000000;453
SPFB.RTS-12.18;1;27.11.2018;11:44;108920,0000000;108940,0000000;108850,0000000;108930,0000000;584
SPFB.RTS-12.18;1;27.11.2018;11:45;108930,0000000;108930,0000000;108840,0000000;108900,0000000;405
SPFB.RTS-12.18;1;27.11.2018;11:46;108900,0000000;108930,0000000;108840,0000000;108900,0000000;635
SPFB.RTS-12.18;1;27.11.2018;11:47;108900,0000000;108940,0000000;108880,0000000;108910,0000000;361
SPFB.RTS-12.18;1;27.11.2018;11:48;108910,0000000;109030,0000000;108910,0000000;108910,0000000;1252
SPFB.RTS-12.18;1;27.11.2018;11:49;108910,0000000;108980,0000000;108900,0000000;108960,0000000;408
SPFB.RTS-12.18;1;27.11.2018;11:50;108970,0000000;109000,0000000;108880,0000000;108920,0000000;523
SPFB.RTS-12.18;1;27.11.2018;11:51;108920,0000000;108960,0000000;108860,0000000;108860,0000000;563
SPFB.RTS-12.18;1;27.11.2018;11:52;108860,0000000;108930,0000000;108860,0000000;108900,0000000;279
SPFB.RTS-12.18;1;27.11.2018;11:53;108900,0000000;108970,0000000;108880,0000000;108940,0000000;445
SPFB.RTS-12.18;1;27.11.2018;11:54;108910,0000000;108950,0000000;108860,0000000;108940,0000000;417
SPFB.RTS-12.18;1;27.11.2018;11:55;108950,0000000;109030,0000000;108900,0000000;109010,0000000;558
SPFB.RTS-12.18;1;27.11.2018;11:56;109000,0000000;109120,0000000;109000,0000000;109010,0000000;1155
SPFB.RTS-12.18;1;27.11.2018;11:57;109030,0000000;109060,0000000;108970,0000000;108990,0000000;336
SPFB.RTS-12.18;1;27.11.2018;11:58;108970,0000000;109000,0000000;108900,0000000;108960,0000000;849
SPFB.RTS-12.18;1;27.11.2018;11:59;108960,0000000;109000,0000000;108940,0000000;108940,0000000;213
SPFB.RTS-12.18;1;27.11.2018;12:00;108940,0000000;108990,0000000;108870,0000000;108970,0000000;650
SPFB.RTS-12.18;1;27.11.2018;12:01;108970,0000000;109000,0000000;108770,0000000;108810,0000000;1803
SPFB.RTS-12.18;1;27.11.2018;12:02;108810,0000000;108840,0000000;108770,0000000;108800,0000000;781
SPFB.RTS-12.18;1;27.11.2018;12:03;108790,0000000;108800,0000000;108670,0000000;108790,0000000;2324
SPFB.RTS-12.18;1;27.11.2018;12:04;108780,0000000;108850,0000000;108780,0000000;108810,0000000;689
SPFB.RTS-12.18;1;27.11.2018;12:05;108810,0000000;108820,0000000;108690,0000000;108780,0000000;744
SPFB.RTS-12.18;1;27.11.2018;12:06;108770,0000000;108850,0000000;108760,0000000;108830,0000000;716
SPFB.RTS-12.18;1;27.11.2018;12:07;108820,0000000;108820,0000000;108630,0000000;108710,0000000;1973
SPFB.RTS-12.18;1;27.11.2018;12:08;108730,0000000;108850,0000000;108720,0000000;108820,0000000;883
SPFB.RTS-12.18;1;27.11.2018;12:09;108820,0000000;108890,0000000;108820,0000000;108830,0000000;831
SPFB.RTS-12.18;1;27.11.2018;12:10;108820,0000000;108860,0000000;108810,0000000;108820,0000000;422
SPFB.RTS-12.18;1;27.11.2018;12:11;108830,0000000;108840,0000000;108700,0000000;108720,0000000;627
SPFB.RTS-12.18;1;27.11.2018;12:12;108720,0000000;108850,0000000;108710,0000000;108840,0000000;601
SPFB.RTS-12.18;1;27.11.2018;12:13;108840,0000000;108840,0000000;108770,0000000;108780,0000000;349
SPFB.RTS-12.18;1;27.11.2018;12:14;108790,0000000;108840,0000000;108780,0000000;108820,0000000;174
SPFB.RTS-12.18;1;27.11.2018;12:15;108810,0000000;108850,0000000;108800,0000000;108850,0000000;237
SPFB.RTS-12.18;1;27.11.2018;12:16;108840,0000000;108860,0000000;108800,0000000;108850,0000000;442
SPFB.RTS-12.18;1;27.11.2018;12:17;108850,0000000;108940,0000000;108830,0000000;108940,0000000;732
SPFB.RTS-12.18;1;27.11.2018;12:18;108930,0000000;109050,0000000;108930,0000000;108990,0000000;1684
SPFB.RTS-12.18;1;27.11.2018;12:19;108990,0000000;109040,0000000;108970,0000000;109010,0000000;366
SPFB.RTS-12.18;1;27.11.2018;12:20;109020,0000000;109150,0000000;109000,0000000;109110,0000000;1574
SPFB.RTS-12.18;1;27.11.2018;12:21;109130,0000000;109190,0000000;109070,0000000;109070,0000000;1021
SPFB.RTS-12.18;1;27.11.2018;12:22;109070,0000000;109100,0000000;109020,0000000;109050,0000000;446
SPFB.RTS-12.18;1;27.11.2018;12:23;109050,0000000;109060,0000000;108990,0000000;109000,0000000;433
SPFB.RTS-12.18;1;27.11.2018;12:24;109000,0000000;109060,0000000;108990,0000000;109040,0000000;262
SPFB.RTS-12.18;1;27.11.2018;12:25;109040,0000000;109120,0000000;109040,0000000;109070,0000000;455
SPFB.RTS-12.18;1;27.11.2018;12:26;109060,0000000;109130,0000000;109050,0000000;109110,0000000;344
SPFB.RTS-12.18;1;27.11.2018;12:27;109130,0000000;109160,0000000;109100,0000000;109130,0000000;512
SPFB.RTS-12.18;1;27.11.2018;12:28;109140,0000000;109190,0000000;109100,0000000;109140,0000000;611
SPFB.RTS-12.18;1;27.11.2018;12:29;109140,0000000;109290,0000000;109120,0000000;109230,0000000;3034
SPFB.RTS-12.18;1;27.11.2018;12:30;109220,0000000;109280,0000000;109160,0000000;109170,0000000;1175
SPFB.RTS-12.18;1;27.11.2018;12:31;109180,0000000;109230,0000000;109170,0000000;109220,0000000;376
SPFB.RTS-12.18;1;27.11.2018;12:32;109210,0000000;109250,0000000;109200,0000000;109250,0000000;710
SPFB.RTS-12.18;1;27.11.2018;12:33;109250,0000000;109450,0000000;109240,0000000;109430,0000000;2128
SPFB.RTS-12.18;1;27.11.2018;12:34;109430,0000000;109470,0000000;109400,0000000;109410,0000000;748
SPFB.RTS-12.18;1;27.11.2018;12:35;109410,0000000;109460,0000000;109410,0000000;109460,0000000;582
SPFB.RTS-12.18;1;27.11.2018;12:36;109460,0000000;109480,0000000;109400,0000000;109420,0000000;836
SPFB.RTS-12.18;1;27.11.2018;12:37;109420,0000000;109440,0000000;109390,0000000;109420,0000000;360
SPFB.RTS-12.18;1;27.11.2018;12:38;109420,0000000;109430,0000000;109370,0000000;109400,0000000;451
SPFB.RTS-12.18;1;27.11.2018;12:39;109400,0000000;109450,0000000;109380,0000000;109410,0000000;448
SPFB.RTS-12.18;1;27.11.2018;12:40;109410,0000000;109450,0000000;109370,0000000;109370,0000000;473
SPFB.RTS-12.18;1;27.11.2018;12:41;109380,0000000;109480,0000000;109360,0000000;109480,0000000;547
SPFB.RTS-12.18;1;27.11.2018;12:42;109480,0000000;109510,0000000;109430,0000000;109480,0000000;708
SPFB.RTS-12.18;1;27.11.2018;12:43;109480,0000000;109480,0000000;109380,0000000;109410,0000000;611
SPFB.RTS-12.18;1;27.11.2018;12:44;109410,0000000;109420,0000000;109360,0000000;109390,0000000;467
SPFB.RTS-12.18;1;27.11.2018;12:45;109380,0000000;109400,0000000;109360,0000000;109360,0000000;343
SPFB.RTS-12.18;1;27.11.2018;12:46;109370,0000000;109390,0000000;109300,0000000;109330,0000000;928
SPFB.RTS-12.18;1;27.11.2018;12:47;109330,0000000;109370,0000000;109310,0000000;109340,0000000;537
SPFB.RTS-12.18;1;27.11.2018;12:48;109330,0000000;109350,0000000;109280,0000000;109290,0000000;429
SPFB.RTS-12.18;1;27.11.2018;12:49;109290,0000000;109310,0000000;109210,0000000;109230,0000000;1143
SPFB.RTS-12.18;1;27.11.2018;12:50;109220,0000000;109330,0000000;109220,0000000;109310,0000000;772
SPFB.RTS-12.18;1;27.11.2018;12:51;109320,0000000;109340,0000000;109300,0000000;109320,0000000;218
SPFB.RTS-12.18;1;27.11.2018;12:52;109310,0000000;109440,0000000;109290,0000000;109410,0000000;1098
SPFB.RTS-12.18;1;27.11.2018;12:53;109410,0000000;109430,0000000;109280,0000000;109280,0000000;757
SPFB.RTS-12.18;1;27.11.2018;12:54;109280,0000000;109450,0000000;109280,0000000;109440,0000000;600
SPFB.RTS-12.18;1;27.11.2018;12:55;109430,0000000;109450,0000000;109290,0000000;109320,0000000;329
SPFB.RTS-12.18;1;27.11.2018;12:56;109330,0000000;109350,0000000;109240,0000000;109250,0000000;338
SPFB.RTS-12.18;1;27.11.2018;12:57;109240,0000000;109280,0000000;109240,0000000;109250,0000000;291
SPFB.RTS-12.18;1;27.11.2018;12:58;109250,0000000;109280,0000000;109210,0000000;109270,0000000;559
SPFB.RTS-12.18;1;27.11.2018;12:59;109280,0000000;109280,0000000;109180,0000000;109190,0000000;480
SPFB.RTS-12.18;1;27.11.2018;13:00;109180,0000000;109210,0000000;109120,0000000;109160,0000000;796
SPFB.RTS-12.18;1;27.11.2018;13:01;109170,0000000;109200,0000000;109150,0000000;109170,0000000;359
SPFB.RTS-12.18;1;27.11.2018;13:02;109160,0000000;109180,0000000;109120,0000000;109120,0000000;206
SPFB.RTS-12.18;1;27.11.2018;13:03;109120,0000000;109170,0000000;109120,0000000;109150,0000000;219
SPFB.RTS-12.18;1;27.11.2018;13:04;109160,0000000;109370,0000000;109150,0000000;109360,0000000;1366
SPFB.RTS-12.18;1;27.11.2018;13:05;109370,0000000;109460,0000000;109350,0000000;109370,0000000;1539
SPFB.RTS-12.18;1;27.11.2018;13:06;109370,0000000;109460,0000000;109370,0000000;109420,0000000;460
SPFB.RTS-12.18;1;27.11.2018;13:07;109420,0000000;109450,0000000;109400,0000000;109450,0000000;210
SPFB.RTS-12.18;1;27.11.2018;13:08;109460,0000000;109470,0000000;109420,0000000;109420,0000000;261
SPFB.RTS-12.18;1;27.11.2018;13:09;109440,0000000;109530,0000000;109420,0000000;109500,0000000;1344
SPFB.RTS-12.18;1;27.11.2018;13:10;109510,0000000;109620,0000000;109490,0000000;109600,0000000;1604
SPFB.RTS-12.18;1;27.11.2018;13:11;109600,0000000;109650,0000000;109580,0000000;109620,0000000;1237
SPFB.RTS-12.18;1;27.11.2018;13:12;109630,0000000;109690,0000000;109590,0000000;109660,0000000;1086
SPFB.RTS-12.18;1;27.11.2018;13:13;109670,0000000;109710,0000000;109610,0000000;109640,0000000;1154
SPFB.RTS-12.18;1;27.11.2018;13:14;109640,0000000;109680,0000000;109580,0000000;109580,0000000;611
SPFB.RTS-12.18;1;27.11.2018;13:15;109590,0000000;109620,0000000;109560,0000000;109620,0000000;558
SPFB.RTS-12.18;1;27.11.2018;13:16;109620,0000000;109650,0000000;109600,0000000;109610,0000000;325
SPFB.RTS-12.18;1;27.11.2018;13:17;109620,0000000;109730,0000000;109610,0000000;109660,0000000;729
SPFB.RTS-12.18;1;27.11.2018;13:18;109650,0000000;109680,0000000;109620,0000000;109650,0000000;341
SPFB.RTS-12.18;1;27.11.2018;13:19;109650,0000000;109680,0000000;109570,0000000;109580,0000000;434
SPFB.RTS-12.18;1;27.11.2018;13:20;109580,0000000;109630,0000000;109550,0000000;109620,0000000;917
SPFB.RTS-12.18;1;27.11.2018;13:21;109620,0000000;109700,0000000;109620,0000000;109670,0000000;1008
SPFB.RTS-12.18;1;27.11.2018;13:22;109670,0000000;109680,0000000;109620,0000000;109660,0000000;443
SPFB.RTS-12.18;1;27.11.2018;13:23;109660,0000000;109710,0000000;109640,0000000;109680,0000000;737
SPFB.RTS-12.18;1;27.11.2018;13:24;109680,0000000;109710,0000000;109610,0000000;109690,0000000;749
SPFB.RTS-12.18;1;27.11.2018;13:25;109690,0000000;109700,0000000;109640,0000000;109680,0000000;323
SPFB.RTS-12.18;1;27.11.2018;13:26;109690,0000000;109720,0000000;109630,0000000;109660,0000000;606
SPFB.RTS-12.18;1;27.11.2018;13:27;109650,0000000;109660,0000000;109610,0000000;109660,0000000;253
SPFB.RTS-12.18;1;27.11.2018;13:28;109670,0000000;109690,0000000;109630,0000000;109650,0000000;241
SPFB.RTS-12.18;1;27.11.2018;13:29;109630,0000000;109670,0000000;109610,0000000;109650,0000000;239
SPFB.RTS-12.18;1;27.11.2018;13:30;109660,0000000;109720,0000000;109650,0000000;109710,0000000;658
SPFB.RTS-12.18;1;27.11.2018;13:31;109710,0000000;109730,0000000;109600,0000000;109610,0000000;1077
SPFB.RTS-12.18;1;27.11.2018;13:32;109630,0000000;109650,0000000;109570,0000000;109610,0000000;1089
SPFB.RTS-12.18;1;27.11.2018;13:33;109610,0000000;109620,0000000;109580,0000000;109600,0000000;598
SPFB.RTS-12.18;1;27.11.2018;13:34;109600,0000000;109660,0000000;109590,0000000;109620,0000000;435
SPFB.RTS-12.18;1;27.11.2018;13:35;109620,0000000;109620,0000000;109500,0000000;109540,0000000;1360
SPFB.RTS-12.18;1;27.11.2018;13:36;109550,0000000;109550,0000000;109380,0000000;109390,0000000;2042
SPFB.RTS-12.18;1;27.11.2018;13:37;109400,0000000;109450,0000000;109380,0000000;109410,0000000;1219
SPFB.RTS-12.18;1;27.11.2018;13:38;109410,0000000;109440,0000000;109380,0000000;109410,0000000;851
SPFB.RTS-12.18;1;27.11.2018;13:39;109410,0000000;109460,0000000;109400,0000000;109460,0000000;1177
SPFB.RTS-12.18;1;27.11.2018;13:40;109450,0000000;109480,0000000;109420,0000000;109440,0000000;737
SPFB.RTS-12.18;1;27.11.2018;13:41;109460,0000000;109460,0000000;109420,0000000;109420,0000000;175
SPFB.RTS-12.18;1;27.11.2018;13:42;109420,0000000;109460,0000000;109390,0000000;109430,0000000;682
SPFB.RTS-12.18;1;27.11.2018;13:43;109440,0000000;109470,0000000;109430,0000000;109460,0000000;448
SPFB.RTS-12.18;1;27.11.2018;13:44;109460,0000000;109510,0000000;109440,0000000;109460,0000000;511
SPFB.RTS-12.18;1;27.11.2018;13:45;109450,0000000;109480,0000000;109430,0000000;109440,0000000;156
SPFB.RTS-12.18;1;27.11.2018;13:46;109450,0000000;109460,0000000;109430,0000000;109440,0000000;210
SPFB.RTS-12.18;1;27.11.2018;13:47;109450,0000000;109500,0000000;109450,0000000;109460,0000000;149
SPFB.RTS-12.18;1;27.11.2018;13:48;109460,0000000;109500,0000000;109460,0000000;109460,0000000;780
SPFB.RTS-12.18;1;27.11.2018;13:49;109460,0000000;109470,0000000;109420,0000000;109470,0000000;620
SPFB.RTS-12.18;1;27.11.2018;13:50;109470,0000000;109480,0000000;109400,0000000;109420,0000000;452
SPFB.RTS-12.18;1;27.11.2018;13:51;109410,0000000;109410,0000000;109320,0000000;109360,0000000;1613
SPFB.RTS-12.18;1;27.11.2018;13:52;109370,0000000;109400,0000000;109330,0000000;109360,0000000;534
SPFB.RTS-12.18;1;27.11.2018;13:53;109370,0000000;109460,0000000;109360,0000000;109450,0000000;1009
SPFB.RTS-12.18;1;27.11.2018;13:54;109450,0000000;109460,0000000;109400,0000000;109420,0000000;304
SPFB.RTS-12.18;1;27.11.2018;13:55;109420,0000000;109440,0000000;109400,0000000;109410,0000000;300
SPFB.RTS-12.18;1;27.11.2018;13:56;109410,0000000;109540,0000000;109410,0000000;109540,0000000;664
SPFB.RTS-12.18;1;27.11.2018;13:57;109530,0000000;109570,0000000;109480,0000000;109480,0000000;521
SPFB.RTS-12.18;1;27.11.2018;13:58;109480,0000000;109550,0000000;109480,0000000;109550,0000000;167
SPFB.RTS-12.18;1;27.11.2018;13:59;109540,0000000;109600,0000000;109520,0000000;109520,0000000;608
SPFB.RTS-12.18;1;27.11.2018;14:00;109540,0000000;109590,0000000;109500,0000000;109590,0000000;714
SPFB.RTS-12.18;1;27.11.2018;14:06;109570,0000000;109570,0000000;109050,0000000;109160,0000000;5746
SPFB.RTS-12.18;1;27.11.2018;14:07;109160,0000000;109190,0000000;109020,0000000;109120,0000000;2218
SPFB.RTS-12.18;1;27.11.2018;14:08;109110,0000000;109230,0000000;109110,0000000;109200,0000000;1162
SPFB.RTS-12.18;1;27.11.2018;14:09;109200,0000000;109230,0000000;109180,0000000;109180,0000000;394
SPFB.RTS-12.18;1;27.11.2018;14:10;109190,0000000;109350,0000000;109190,0000000;109340,0000000;1652
SPFB.RTS-12.18;1;27.11.2018;14:11;109340,0000000;109510,0000000;109310,0000000;109460,0000000;1615
SPFB.RTS-12.18;1;27.11.2018;14:12;109460,0000000;109460,0000000;109410,0000000;109440,0000000;489
SPFB.RTS-12.18;1;27.11.2018;14:13;109450,0000000;109460,0000000;109400,0000000;109440,0000000;433
SPFB.RTS-12.18;1;27.11.2018;14:14;109450,0000000;109450,0000000;109370,0000000;109420,0000000;467
SPFB.RTS-12.18;1;27.11.2018;14:15;109420,0000000;109430,0000000;109380,0000000;109420,0000000;273
SPFB.RTS-12.18;1;27.11.2018;14:16;109420,0000000;109420,0000000;109250,0000000;109280,0000000;964
SPFB.RTS-12.18;1;27.11.2018;14:17;109280,0000000;109280,0000000;109130,0000000;109180,0000000;1247
SPFB.RTS-12.18;1;27.11.2018;14:18;109190,0000000;109240,0000000;109110,0000000;109150,0000000;930
SPFB.RTS-12.18;1;27.11.2018;14:19;109160,0000000;109250,0000000;109070,0000000;109250,0000000;1166
SPFB.RTS-12.18;1;27.11.2018;14:20;109230,0000000;109250,0000000;109160,0000000;109160,0000000;438
SPFB.RTS-12.18;1;27.11.2018;14:21;109160,0000000;109180,0000000;109000,0000000;109000,0000000;1235
SPFB.RTS-12.18;1;27.11.2018;14:22;109000,0000000;109050,0000000;108950,0000000;108970,0000000;1948
SPFB.RTS-12.18;1;27.11.2018;14:23;108960,0000000;109010,0000000;108930,0000000;108940,0000000;1017
SPFB.RTS-12.18;1;27.11.2018;14:24;108930,0000000;108980,0000000;108890,0000000;108980,0000000;1104
SPFB.RTS-12.18;1;27.11.2018;14:25;108970,0000000;109030,0000000;108950,0000000;109000,0000000;874
SPFB.RTS-12.18;1;27.11.2018;14:26;109000,0000000;109040,0000000;108970,0000000;109030,0000000;429
SPFB.RTS-12.18;1;27.11.2018;14:27;109030,0000000;109040,0000000;108980,0000000;109000,0000000;335
SPFB.RTS-12.18;1;27.11.2018;14:28;109000,0000000;109070,0000000;108990,0000000;109040,0000000;784
SPFB.RTS-12.18;1;27.11.2018;14:29;109050,0000000;109070,0000000;108950,0000000;108980,0000000;594
SPFB.RTS-12.18;1;27.11.2018;14:30;108990,0000000;109060,0000000;108970,0000000;109030,0000000;669
SPFB.RTS-12.18;1;27.11.2018;14:31;109040,0000000;109060,0000000;109000,0000000;109020,0000000;245
SPFB.RTS-12.18;1;27.11.2018;14:32;109010,0000000;109070,0000000;109000,0000000;109070,0000000;339
SPFB.RTS-12.18;1;27.11.2018;14:33;109070,0000000;109290,0000000;109070,0000000;109250,0000000;2239
SPFB.RTS-12.18;1;27.11.2018;14:34;109250,0000000;109250,0000000;109160,0000000;109180,0000000;532
SPFB.RTS-12.18;1;27.11.2018;14:35;109180,0000000;109370,0000000;109170,0000000;109280,0000000;1527
SPFB.RTS-12.18;1;27.11.2018;14:36;109280,0000000;109310,0000000;109240,0000000;109240,0000000;301
SPFB.RTS-12.18;1;27.11.2018;14:37;109230,0000000;109250,0000000;109170,0000000;109180,0000000;434
SPFB.RTS-12.18;1;27.11.2018;14:38;109180,0000000;109210,0000000;109130,0000000;109190,0000000;435
SPFB.RTS-12.18;1;27.11.2018;14:39;109160,0000000;109190,0000000;109150,0000000;109150,0000000;174
SPFB.RTS-12.18;1;27.11.2018;14:40;109140,0000000;109200,0000000;109080,0000000;109100,0000000;461
SPFB.RTS-12.18;1;27.11.2018;14:41;109100,0000000;109110,0000000;108750,0000000;108930,0000000;3662
SPFB.RTS-12.18;1;27.11.2018;14:42;108920,0000000;108940,0000000;108760,0000000;108900,0000000;871
SPFB.RTS-12.18;1;27.11.2018;14:43;108890,0000000;108890,0000000;108680,0000000;108820,0000000;2180
